wind_speed,swr,LAKE_PARAMS/c_relax_C,LAKE_PARAMS/depth_bs_lk,LAKE_PARAMS/T_bs_lk,par_id
0.68394,1.1547,0.003739,2.3703,10.312,p0001
1.1606,0.72798,0.0069435,5.2224,9.5128,p0002
0.79733,1.0451,0.0071427,5.7368,17.306,p0003
1.0154,1.2115,0.00094269,3.8576,16.484,p0004
0.80433,1.4281,0.0025305,2.4283,17.054,p0005
1.4647,0.77614,0.0093286,0.90921,11.552,p0006
1.2555,1.4136,0.0029399,5.9567,15.482,p0007
0.54554,1.2232,0.0064929,1.4129,16.05,p0008
0.64134,1.0926,0.0030595,3.627,17.225,p0009
1.0896,0.87052,0.0050297,3.1643,12.369,p0010
0.84066,1.1463,0.0077438,1.1396,7.3789,p0011
0.59551,1.1775,0.0032981,5.0859,18.587,p0012
1.2148,1.4763,0.0062714,1.8598,7.6472,p0013
1.4452,1.2804,0.0019256,2.8312,19.228,p0014
0.68065,0.71308,0.0057441,1.7111,16.749,p0015
1.1727,0.58689,0.0045556,2.6839,5.4092,p0016
1.364,1.3962,0.0097431,2.5863,10.718,p0017
1.4912,0.74795,0.008514,2.4844,7.6645,p0018
1.2994,0.78047,0.0082051,0.46039,13.695,p0019
1.1803,0.83014,0.0074205,5.7576,8.9063,p0020
1.2702,1.0038,0.0048058,0.39955,4.2125,p0021
1.1012,1.4018,0.0087149,4.0359,9.6307,p0022
0.78114,1.3446,0.0038673,1.0031,4.5223,p0023
0.87916,1.2683,0.0024972,3.962,18.527,p0024
1.2103,0.73667,0.0067465,4.7645,13.178,p0025
0.91228,1.2439,0.0022932,4.5926,16.948,p0026
1.3061,0.54811,0.0075721,1.6704,18.774,p0027
0.51926,0.88731,0.0092056,1.0578,17.98,p0028
0.71701,1.0741,0.0051627,2.6538,18.141,p0029
0.94205,0.94495,0.0052394,3.2503,16.986,p0030
1.4956,0.97338,0.0049297,2.1185,5.2325,p0031
0.7351,1.2004,0.0025729,1.7628,15.167,p0032
0.5784,0.65406,0.0034492,0.32829,7.6846,p0033
0.83019,0.98428,0.0015606,2.179,4.2558,p0034
0.84632,1.4329,0.00080701,5.1912,7.9721,p0035
0.98942,1.0802,0.0031207,2.4429,16.826,p0036
0.58925,1.4115,0.0075111,4.9206,6.1384,p0037
0.69726,0.72839,0.004998,2.4697,10.993,p0038
0.64712,1.4243,0.0054982,1.0988,8.1865,p0039
1.1034,1.2725,0.0029842,2.9778,9.2932,p0040
0.77243,1.4783,0.0062307,0.89956,12.227,p0041
1.3271,1.2043,0.0035822,3.7472,13.816,p0042
0.91714,1.2382,0.00057444,0.85835,8.6561,p0043
0.61493,0.80614,0.0096195,5.0035,5.876,p0044
0.58535,1.3694,0.0099426,5.0588,10.469,p0045
0.53759,0.63767,0.0070583,1.2314,5.7141,p0046
1.4684,0.59886,0.003668,4.973,14.212,p0047
1.3668,0.98639,0.0013574,1.7791,12.956,p0048
0.71934,0.77594,0.0011744,2.8731,10.963,p0049
0.99135,0.56864,0.0076302,1.9426,5.3004,p0050
0.73106,1.1249,0.0042315,3.0953,10.096,p0051
0.71374,1.3616,0.0030123,1.1789,14.917,p0052
0.93463,1.095,0.0051093,2.0716,6.6317,p0053
1.0225,1.0206,0.003613,3.4733,16.186,p0054
1.3749,0.5282,0.0028797,4.6705,6.3737,p0055
0.88134,1.305,0.0067923,0.66685,7.1632,p0056
1.1192,0.9532,0.007171,1.5221,16.717,p0057
1.0805,0.54102,0.00098464,0.95802,14.454,p0058
0.70493,1.0393,0.0092206,1.4652,11.372,p0059
1.2909,1.0857,0.00053633,1.6328,12.571,p0060
0.56912,0.81212,0.0090906,0.70708,13.33,p0061
0.50721,0.8451,0.0053033,1.2848,13.073,p0062
0.96102,0.56686,0.0043189,0.20962,19.788,p0063
0.85957,1.285,0.0073933,1.45,4.8199,p0064
0.95059,1.4266,0.0039267,1.0839,14.533,p0065
1.0958,1.4197,0.00027665,0.53244,10.801,p0066
0.74533,1.4872,0.0035384,2.4114,11.436,p0067
1.0463,1.0559,0.0066227,0.24524,18,p0068
0.6603,1.3475,0.00028307,2.716,9.0789,p0069
0.53153,0.98209,0.0013676,0.87585,19.326,p0070
0.91857,0.87599,0.0026659,0.91605,7.4326,p0071
0.83289,0.56201,0.0099854,4.6421,8.879,p0072
0.65959,0.86098,0.00078198,4.6931,18.363,p0073
1.4191,1.2409,0.0044375,2.7447,9.7619,p0074
1.4484,1.4373,0.0097635,5.5036,19.193,p0075
0.52723,0.90945,0.0065165,1.0215,9.1358,p0076
0.57247,0.93914,0.00133,3.99,10.784,p0077
1.0046,0.73545,0.0058004,3.5337,14.746,p0078
1.2535,0.52547,0.0057157,4.5433,5.8963,p0079
0.9562,0.6523,0.0010435,4.9574,12.03,p0080
1.0546,0.64188,0.0089633,2.7015,14.597,p0081
0.6525,1.4083,0.0076922,0.28969,6.3272,p0082
0.80102,0.91282,0.0086959,4.2815,12.412,p0083
0.70254,1.1823,0.0026756,5.8119,9.9857,p0084
1.288,1.0777,0.0047374,1.7489,12.505,p0085
0.78411,0.88329,0.0078152,4.6133,13.032,p0086
0.51749,0.69624,0.0084499,5.678,14.428,p0087
0.6727,1.4898,0.002588,5.137,14.249,p0088
0.88667,1.4047,0.0083276,4.9884,4.7166,p0089
0.79858,0.62349,0.0016401,2.2704,11.305,p0090
0.94116,1.1038,0.0011491,5.5916,6.932,p0091
1.1086,0.76281,0.0021709,4.256,7.3331,p0092
1.3047,1.3856,0.0017056,4.0191,18.792,p0093
1.4874,1.1844,0.00074272,0.96788,13.772,p0094
0.90927,1.0198,0.0060714,0.94771,13.547,p0095
1.2074,0.63976,0.0088452,3.1019,8.5123,p0096
0.75572,0.67746,0.00044237,1.1582,16.79,p0097
1.4335,1.131,0.0070483,0.61723,8.7992,p0098
1.1893,1.2832,0.004642,2.2541,17.022,p0099
1.4577,0.70039,0.002345,5.2994,15.381,p0100
1.319,1.1331,0.0057661,2.156,6.048,p0101
0.89682,0.61104,0.0093719,5.1425,11.332,p0102
1.1596,0.71184,0.00015136,2.1964,10.749,p0103
0.91551,0.95749,0.0060208,4.5307,10.928,p0104
0.72007,1.1959,0.0056981,2.6062,7.7909,p0105
0.98065,0.91558,0.0088813,0.93671,18.683,p0106
1.0215,0.73135,0.0078892,3.5991,12.908,p0107
0.84358,1.2535,0.0014266,3.3682,11.576,p0108
0.8899,0.73969,0.0036477,2.9842,17.913,p0109
0.87569,1.2595,0.0020836,4.8243,7.7202,p0110
0.6772,0.60157,0.0053238,0.63393,6.8426,p0111
0.64578,0.53043,0.00095627,4.3116,9.7007,p0112
0.92339,1.2214,0.0008805,4.4176,15.333,p0113
1.1173,1.126,0.0019947,2.1361,15.26,p0114
0.69168,1.2375,0.0065811,5.3055,14.179,p0115
1.1124,0.91032,0.0084713,5.276,8.8324,p0116
1.1474,0.90041,0.00369,0.41872,16.28,p0117
0.76523,1.3012,0.0081783,0.46747,7.5936,p0118
1.3889,0.59538,0.0085198,1.5583,4.4509,p0119
0.93129,1.3308,0.0055347,0.21932,15.228,p0120
1.1376,1.1866,0.00053556,3.979,4.9355,p0121
1.1156,1.2495,0.0027105,2.2428,18.174,p0122
0.97328,0.85557,0.0034935,3.1764,4.6283,p0123
0.5123,0.82019,0.0096781,3.8857,13.13,p0124
1.0016,1.3035,0.005836,3.7804,14.774,p0125
0.8614,0.5386,0.0062017,0.34663,5.0039,p0126
0.55087,0.66948,0.0040871,0.18716,17.712,p0127
0.55372,1.3497,0.0018031,0.43454,4.1299,p0128
0.98329,0.54723,0.0089292,5.3455,7.4161,p0129
1.3487,0.97914,0.0019686,3.3197,17.357,p0130
0.56206,0.71423,0.0055716,0.62907,4.7014,p0131
1.4359,0.68215,0.0065547,4.9777,15.81,p0132
0.75801,0.62882,0.0068228,3.376,5.6285,p0133
0.61752,1.4726,0.0090716,3.4963,4.09,p0134
0.6992,0.84203,0.0068385,2.5128,6.5187,p0135
0.56108,1.299,0.0076171,1.8741,17.553,p0136
1.0367,1.3099,0.002736,4.4702,7.7621,p0137
0.96589,0.60326,0.0080963,5.1226,17.875,p0138
1.2825,0.99732,0.0079895,1.5861,19.449,p0139
1.3915,1.3255,0.00037736,0.18196,5.5423,p0140
0.7669,0.90478,0.00638,0.26682,8.3606,p0141
0.74675,0.63014,0.00024055,3.2525,8.0523,p0142
1.1412,0.7045,0.0097425,3.6985,8.4555,p0143
1.4175,1.4154,0.0095029,2.4204,8.5629,p0144
1.4729,0.81013,0.0035482,3.0728,19.597,p0145
1.0107,1.376,0.005731,2.5661,19.047,p0146
0.78776,1.2793,0.007948,2.6865,7.5075,p0147
1.1555,0.87373,0.0012194,2.7794,10.072,p0148
1.3928,0.61669,0.0058059,1.4019,11.143,p0149
0.51033,1.1493,0.0097087,5.6101,19.995,p0150
0.83458,0.84136,0.0020296,1.6571,10.356,p0151
0.79168,0.52795,0.0027148,3.3283,8.153,p0152
1.1904,0.8353,0.008733,5.8615,10.638,p0153
1.1499,0.72465,0.0050551,0.12196,6.9445,p0154
0.85784,0.6121,0.0012356,3.8203,17.923,p0155
1.2395,1.0891,0.0074937,4.3342,19.143,p0156
0.62722,0.9428,0.00061003,5.3271,15.634,p0157
1.3098,0.80198,0.0042841,3.926,8.0038,p0158
1.4314,0.69567,0.0016485,5.7217,11.468,p0159
1.0176,0.58805,0.0079105,5.6304,13.417,p0160
0.85346,0.58528,0.00067037,4.518,15.178,p0161
1.4401,1.4834,0.0076591,3.2685,13.347,p0162
1.4432,0.81729,0.00927,1.3496,5.1049,p0163
