wind_speed,swr,LAKE_PARAMS/c_relax_C,par_id
0.92053,0.63493,0.0054847,p0001
0.6286,1.0903,0.0052575,p0002
1.0005,0.81816,0.0062634,p0003
1.1498,1.4394,0.0054534,p0004
0.98922,0.8246,0.0099349,p0005
1.3597,1.0882,0.005719,p0006
0.65209,0.62028,0.0061228,p0007
1.2652,0.54079,0.0024188,p0008
1.33,0.95549,0.0096143,p0009
0.53415,0.5865,0.0025376,p0010
0.74468,1.4795,0.0091295,p0011
0.64147,1.3042,0.0051141,p0012
1.2626,1.1282,0.0053254,p0013
0.71343,0.81441,0.0044029,p0014
1.0848,0.85316,0.0049445,p0015
0.75844,1.4644,0.0070993,p0016
1.3808,1.3621,0.0057479,p0017
0.64736,1.3915,0.0067131,p0018
0.68826,1.2715,0.0042379,p0019
0.62617,0.52759,0.0033834,p0020
0.81074,1.3111,0.0026424,p0021
0.85694,0.68818,0.0091129,p0022
1.3082,0.84592,0.0021124,p0023
1.2765,1.0394,0.0082944,p0024
0.89587,1.0601,0.0079234,p0025
1.0637,0.60902,0.00025811,p0026
1.3198,1.1402,0.00597,p0027
0.90733,0.8211,0.0034205,p0028
1.0756,0.98952,0.0013011,p0029
1.152,0.70755,0.0092143,p0030
0.60587,0.79788,0.0013224,p0031
1.1986,1.104,0.00753,p0032
0.74713,1.1552,0.0085263,p0033
0.94424,1.0334,0.0039739,p0034
0.71574,0.74116,0.00010209,p0035
1.3696,0.96589,0.0082324,p0036
1.0682,1.4457,0.0035394,p0037
1.4033,0.887,0.006786,p0038
0.60119,1.1215,0.004577,p0039
0.56426,1.2874,0.002089,p0040
0.66014,1.0823,0.005386,p0041
0.56108,0.66701,0.0031114,p0042
1.4932,1.3434,0.0049144,p0043
1.2719,1.3351,0.0098421,p0044
0.82221,0.95978,0.0056272,p0045
0.83177,1.2811,0.0056004,p0046
0.78989,0.66523,0.0063758,p0047
1.1062,0.77762,0.008333,p0048
0.81781,0.7599,0.0028661,p0049
0.65416,1.2537,0.007694,p0050
1.2413,1.4744,0.0079791,p0051
1.0617,1.0562,0.005165,p0052
1.3311,0.96343,0.0094708,p0053
0.86769,0.93653,0.0078865,p0054
1.3941,1.2003,0.00087941,p0055
1.2472,1.2334,0.0039141,p0056
0.76035,1.2749,0.0027869,p0057
0.68449,1.3196,0.0051906,p0058
0.67995,0.70246,0.00652,p0059
0.73677,0.97795,0.0089052,p0060
1.2486,1.4067,0.0049592,p0061
1.0455,0.92686,0.0088261,p0062
0.59614,0.82695,0.00052325,p0063
1.311,1.4128,0.006082,p0064
0.76359,1.3338,0.001685,p0065
1.0242,0.91821,0.0080153,p0066
0.73352,0.67246,0.0091636,p0067
0.94145,0.53587,0.00097049,p0068
0.90283,0.71601,0.0013292,p0069
1.0502,1.3308,0.0067589,p0070
0.66978,0.71014,0.0088065,p0071
0.77911,1.1504,0.00015184,p0072
0.56251,0.76614,0.0070075,p0073
1.1044,1.0347,0.0036338,p0074
0.7168,0.60497,0.0084651,p0075
1.3535,0.94442,0.0041154,p0076
1.3667,1.0866,0.0062313,p0077
0.67785,0.73196,0.0069565,p0078
1.1097,0.68446,0.0023889,p0079
1.0998,0.73674,0.0077349,p0080
1.1623,1.4873,0.007877,p0081
1.0131,0.53657,0.0045015,p0082
0.71851,0.77204,0.0064366,p0083
0.5152,1.0742,0.00063981,p0084
1.1881,1.4954,0.0010557,p0085
1.2526,1.114,0.0039459,p0086
1.2135,0.65945,0.0011729,p0087
1.3007,0.67957,0.0056225,p0088
0.8519,0.98422,0.0056739,p0089
1.1206,0.64376,0.0062552,p0090
0.69351,1.3127,0.0090497,p0091
0.96252,1.0549,0.0095667,p0092
1.1031,1.3715,0.0058696,p0093
1.07,0.57793,0.0031868,p0094
1.0894,0.58335,0.0093357,p0095
1.2543,1.2917,0.0076705,p0096
0.67402,1.1841,0.00071583,p0097
1.0226,1.1665,0.0072778,p0098
1.2456,0.8834,0.0021882,p0099
1.4088,0.57903,0.0064827,p0100
1.4164,1.4119,0.0026549,p0101
1.4346,1.3447,0.0030326,p0102
0.81921,0.9084,0.0020538,p0103
1.4117,1.218,0.0019371,p0104
1.305,1.2154,0.0050133,p0105
0.67111,1.1945,0.0024465,p0106
1.3759,0.71583,0.0076284,p0107
1.3938,0.87816,0.0071946,p0108
1.2021,0.59915,0.0089642,p0109
0.59917,1.0588,0.0055769,p0110
1.0725,0.59633,0.0060713,p0111
0.51082,0.5652,0.0013571,p0112
0.63231,1.0653,0.00085741,p0113
0.97045,1.454,0.0058493,p0114
1.2267,0.55797,0.0072225,p0115
1.2,0.70117,0.0059886,p0116
1.0483,1.4898,0.0097344,p0117
1.4015,1.4596,0.009405,p0118
1.1471,1.2882,0.0045391,p0119
1.1784,1.0701,0.0070858,p0120
0.88366,0.89664,0.00075919,p0121
1.0919,0.64951,0.00028683,p0122
1.0178,1.266,0.00080285,p0123
1.0763,1.3695,0.0055606,p0124
1.2612,0.56897,0.00092155,p0125
1.0372,1.068,0.00016579,p0126
1.0414,1.0283,0.0044432,p0127
0.8289,1.1238,0.0091743,p0128
1.4501,1.3204,0.00098839,p0129
1.2336,0.99281,0.001918,p0130
1.4951,0.79094,0.0031674,p0131
0.78231,0.72278,0.0099435,p0132
1.2834,0.78549,0.0087103,p0133
0.62256,1.0721,0.0047972,p0134
0.59221,1.2455,0.0088683,p0135
1.3323,0.78398,0.005246,p0136
1.2582,0.69013,0.0034547,p0137
1.4608,0.91756,0.0011374,p0138
0.91567,1.41,0.0093483,p0139
0.65909,0.51359,0.0061048,p0140
0.8549,0.86504,0.0052986,p0141
1.3716,0.70946,0.005397,p0142
0.54506,1.0988,0.0093789,p0143
0.60848,0.63364,0.0081836,p0144
0.88539,1.0448,0.0097477,p0145
0.87324,1.1973,0.0073308,p0146
1.4633,0.85187,0.0018221,p0147
1.0079,0.95609,0.0071335,p0148
0.70712,1.4803,0.0067526,p0149
0.99412,0.80603,0.0050398,p0150
1.0582,1.0047,0.0074637,p0151
1.4253,1.2496,0.0072626,p0152
0.58745,1.2687,0.0020117,p0153
1.497,1.1241,0.0062837,p0154
0.56603,0.74341,0.0046089,p0155
1.171,0.86022,0.001378,p0156
0.87423,0.57208,0.0037953,p0157
1.4742,0.50086,0.0084283,p0158
1.1844,1.4533,0.0086877,p0159
0.68067,0.61623,0.0037453,p0160
0.78601,1.2433,0.0050864,p0161
0.58345,1.4777,0.00047605,p0162
0.51645,1.463,0.0020661,p0163
0.96665,0.76166,0.0044744,p0164
0.5362,0.99173,0.0063057,p0165
0.50916,1.2958,0.00083593,p0166
0.71001,0.69473,0.0017046,p0167
1.1771,0.68168,0.0042411,p0168
1.4408,1.3608,0.0076133,p0169
1.4574,1.4519,0.005826,p0170
0.63716,0.51091,0.0071843,p0171
1.102,1.2198,0.0092636,p0172
1.215,0.64097,0.0022753,p0173
1.0576,0.93169,0.0090435,p0174
0.91661,0.9604,0.003487,p0175
1.1433,1.1805,0.0069241,p0176
0.9394,0.77431,0.007382,p0177
0.68718,1.2072,0.0032231,p0178
1.2424,0.78017,0.0015112,p0179
0.88744,1.4992,0.0066429,p0180
0.51253,1.429,0.0041519,p0181
1.145,0.66282,0.0082497,p0182
1.364,1.1764,0.00093711,p0183
0.87829,0.63016,0.0011937,p0184
1.4996,1.4678,0.0055298,p0185
0.69896,1.0021,0.0073217,p0186
1.1269,1.2105,0.0048354,p0187
1.25,0.5495,0.0075917,p0188
0.58097,0.67747,0.006164,p0189
0.80813,0.66991,0.0040924,p0190
0.53377,0.76939,0.0025915,p0191
1.2169,1.3655,0.0094204,p0192
1.3654,1.2122,0.0029083,p0193
1.3379,0.84735,0.00073514,p0194
1.47,1.4027,0.0024597,p0195
0.80146,0.56175,0.0032359,p0196
1.4767,0.92555,0.0031347,p0197
0.61406,0.76553,0.0066561,p0198
0.55764,0.63946,0.0047847,p0199
1.4466,1.2228,0.003302,p0200
1.4426,0.73927,0.0095303,p0201
0.72607,0.75678,0.0032695,p0202
0.84217,0.8542,0.0043135,p0203
1.2951,1.2359,0.007294,p0204
1.289,1.2283,0.0018412,p0205
0.70244,0.57071,0.0075588,p0206
0.91801,1.0409,0.0024851,p0207
0.75547,1.2938,0.0043954,p0208
1.3799,0.82241,0.0015376,p0209
0.50679,0.90007,0.0048661,p0210
1.2061,0.73214,0.0059359,p0211
1.2669,1.128,0.0099088,p0212
0.82646,1.3794,0.0085777,p0213
0.53161,1.438,0.004646,p0214
1.3218,1.0433,0.0066906,p0215
0.65758,1.3413,0.0048994,p0216
0.57626,1.1928,0.0065517,p0217
0.82177,1.2309,0.0014983,p0218
0.54945,0.62988,0.0021379,p0219
0.55593,0.94315,0.00043093,p0220
0.52365,0.98724,0.0051069,p0221
0.90439,1.261,0.0074877,p0222
0.95172,0.87062,0.0068679,p0223
0.68248,0.80809,0.00066909,p0224
1.1558,0.7502,0.0021468,p0225
1.272,1.2386,0.0018577,p0226
1.4291,1.2566,0.00090042,p0227
