wind_speed,swr,sediment/sed_temp_mean,sediment/sed_temp_mean,par_id
1.1727,0.57011,17.998,10.074,p0001
1.0416,1.3714,14.221,13.024,p0002
1.1249,1.2191,12.411,3.1188,p0003
0.98054,0.98959,3.0064,0.59567,p0004
0.61456,0.60796,1.4711,4.4779,p0005
1.4485,1.4101,8.1143,7.8415,p0006
0.6763,0.95496,15.476,1.4215,p0007
0.9377,0.72904,13.534,9.5872,p0008
1.2554,1.2458,18.878,7.4175,p0009
1.3002,0.54875,13.612,10.875,p0010
0.84668,1.0646,3.4576,8.3391,p0011
1.3473,0.60589,12.495,10.818,p0012
0.64933,0.98624,15.717,18.212,p0013
1.3029,0.90588,16.127,16.001,p0014
1.2592,0.80103,9.7524,13.88,p0015
1.4563,0.64017,12.119,12.96,p0016
1.2816,0.51799,1.6218,8.9329,p0017
0.84123,1.1833,14.523,1.2107,p0018
0.96497,1.2297,16.201,9.8781,p0019
0.78698,1.3927,2.593,12.895,p0020
0.91635,1.4891,4.9559,19.466,p0021
0.66852,0.71635,9.1516,3.068,p0022
1.1604,0.5007,5.2838,2.2934,p0023
0.97266,1.0666,1.3496,2.603,p0024
1.3566,0.96537,2.4731,0.88085,p0025
1.0316,1.1052,6.5614,0.77668,p0026
1.3971,0.98453,18.076,6.4372,p0027
1.4342,0.65101,16.102,10.613,p0028
0.97719,0.87488,1.7357,12.767,p0029
1.4592,1.4017,11.099,7.6589,p0030
0.63423,0.88883,17.842,17.889,p0031
1.1224,0.76785,7.8734,5.9509,p0032
0.82737,1.1161,18.461,4.9809,p0033
1.354,1.032,0.97411,18.848,p0034
0.50464,0.51079,18.114,7.1074,p0035
1.3654,1.014,12.467,14.782,p0036
0.86623,0.69041,4.9404,3.2323,p0037
1.0523,1.2331,16.449,6.8188,p0038
0.6871,0.8084,14.293,4.659,p0039
1.079,0.78792,4.7281,13.913,p0040
0.72254,1.3812,3.5637,15.263,p0041
0.91232,1.1998,14.89,2.7772,p0042
1.4454,1.113,10.783,3.03,p0043
0.50729,1.3594,6.6541,13.302,p0044
1.4127,0.52353,6.7808,9.7567,p0045
0.83056,1.1115,12.904,2.9065,p0046
1.4732,1.1506,13.226,2.5157,p0047
0.58236,1.3332,18.266,9.0519,p0048
0.80686,1.3308,15.839,7.9698,p0049
1.0963,0.53126,4.357,8.4897,p0050
1.0127,1.3835,4.1526,11.91,p0051
1.3054,0.77994,17.698,12.031,p0052
0.9466,0.7375,3.1747,16.348,p0053
0.85323,1.1473,9.2535,19.196,p0054
1.2184,0.66138,7.3175,15.603,p0055
1.3837,1.4874,8.593,12.557,p0056
1.4792,1.281,19.156,12.605,p0057
0.66251,0.72792,18.564,3.8602,p0058
1.4809,1.2476,5.8157,19.007,p0059
0.82157,0.66555,8.1715,5.4901,p0060
0.56645,0.5872,5.174,11.62,p0061
1.3661,1.2569,13.918,4.9257,p0062
1.1674,0.89652,11.055,3.7047,p0063
0.74803,0.50614,12.199,13.192,p0064
0.7341,0.70421,14.453,14.208,p0065
1.2921,1.4788,9.2609,13.77,p0066
0.88596,1.2505,14.929,0.92307,p0067
1.1438,1.0223,11.577,3.3892,p0068
1.2969,0.81711,10.258,12.319,p0069
0.50301,0.56694,19.753,2.1197,p0070
0.69902,0.94122,5.7451,2.3423,p0071
0.74223,0.63334,17.286,1.8211,p0072
1.3854,1.2977,13.305,14.289,p0073
1.166,1.2898,8.1479,0.98923,p0074
0.70141,0.59335,12.829,18.807,p0075
1.3588,0.75967,11.747,9.5262,p0076
1.2715,1.2766,10.562,16.502,p0077
1.39,1.1264,16.379,12.634,p0078
0.52406,0.7186,2.9404,8.1095,p0079
0.73943,1.4724,2.2356,3.2804,p0080
0.79536,1.0248,12.156,4.1623,p0081
0.64639,0.6249,0.82173,13.628,p0082
0.62403,0.78873,15.088,6.2985,p0083
1.2216,1.3157,11.006,4.522,p0084
1.0098,1.3859,11.516,19.81,p0085
1.3711,1.0554,13.482,15.837,p0086
1.4165,1.3728,3.3069,19.534,p0087
1.0848,0.89187,14.477,1.5071,p0088
0.56841,0.67874,17.153,17.195,p0089
0.55786,1.1143,17.516,13.073,p0090
0.84348,1.0456,19.097,19.694,p0091
1.1121,1.1552,18.792,11.672,p0092
0.64291,1.1409,15.632,15.429,p0093
0.94996,0.96838,4.5768,6.9006,p0094
1.3798,0.81036,2.6486,2.7313,p0095
0.9924,1.3579,1.857,17.683,p0096
0.87862,0.9921,5.5904,0.86669,p0097
0.5951,0.87066,11.665,15.887,p0098
0.95296,1.1188,19.573,18.345,p0099
0.63751,1.4501,3.3667,14.734,p0100
1.2848,0.95792,10.819,8.2332,p0101
1.1585,1.3495,17.534,15.301,p0102
0.89148,1.2103,11.62,7.7311,p0103
1.1201,0.68995,10.045,6.707,p0104
0.67576,1.263,6.2713,8.4607,p0105
1.0116,1.2904,19.628,14.797,p0106
1.4094,1.4242,18.699,7.7193,p0107
1.1714,1.0792,7.009,3.2028,p0108
1.0432,1.0464,9.9255,18.059,p0109
0.94033,1.3091,8.9397,19.771,p0110
0.70942,1.3393,15.312,18.638,p0111
1.4256,0.84922,10.085,11.247,p0112
1.2282,0.89242,15.942,10.452,p0113
0.67993,0.79395,6.0655,19.044,p0114
1.4016,1.3421,18.004,16.728,p0115
0.86533,0.60206,10.463,10.975,p0116
0.69369,1.4174,14.641,0.72317,p0117
1.3943,1.3419,19.92,16.466,p0118
0.99466,1.2265,2.4886,16.187,p0119
1.0772,0.84082,13.115,5.279,p0120
0.53122,0.9333,4.0309,8.767,p0121
1.4404,0.82598,11.782,5.3296,p0122
1.4694,1.2002,6.0242,9.3312,p0123
1.4959,1.2946,11.26,15.858,p0124
0.66443,0.86439,8.9781,18.72,p0125
0.57023,0.60101,18.662,13.109,p0126
0.98656,1.1022,14.402,10.633,p0127
1.0946,0.53616,17.115,11.958,p0128
0.52382,1.0275,1.2605,17.351,p0129
0.76155,1.0176,5.9846,1.3099,p0130
0.64116,1.2592,17.942,12.732,p0131
0.93371,1.4237,1.5936,2.4006,p0132
1.4764,0.895,18.859,5.1566,p0133
0.53843,0.67773,10.146,4.2245,p0134
0.56142,0.61355,14.83,9.122,p0135
1.4509,0.54335,19.276,2.9238,p0136
1.0998,1.2142,18.197,6.4166,p0137
0.63224,1.1531,2.0766,12.689,p0138
1.1973,1.2434,0.65688,16.021,p0139
1.0215,1.4026,7.0303,14.47,p0140
0.51249,1.1958,1.301,19.232,p0141
0.96137,1.1349,1.9615,16.388,p0142
0.62109,1.2606,8.0563,2.7996,p0143
0.96738,1.2991,17.241,9.7055,p0144
0.54694,1.0931,13.35,8.6371,p0145
1.2054,0.64378,16.172,10.837,p0146
1.0646,0.63965,0.75011,12.156,p0147
1.2125,0.65662,13.734,9.9376,p0148
1.2756,1.0383,7.6485,6.0371,p0149
1.3769,0.61077,11.993,14.429,p0150
0.67249,0.53471,8.564,16.879,p0151
0.90186,0.56999,18.393,10.721,p0152
0.75049,0.59103,12.787,12.243,p0153
1.1013,1.0527,7.6812,1.0774,p0154
1.206,0.90916,1.3319,18.105,p0155
0.60652,0.6214,2.9488,5.6314,p0156
1.1453,0.84223,14.156,18.613,p0157
1.2448,0.75204,5.5207,1.8683,p0158
1.3601,1.005,19.197,7.5158,p0159
0.71944,1.3124,0.56954,1.2277,p0160
0.9796,1.021,12.248,3.7438,p0161
0.58573,1.0807,3.7921,17.038,p0162
1.3456,0.99986,5.251,1.3614,p0163
1.1923,0.80288,19.449,17.809,p0164
1.1284,1.3187,11.901,3.3578,p0165
0.98388,0.81801,5.0306,8.8677,p0166
1.3892,1.0982,14.692,11.061,p0167
0.73386,0.96643,3.5142,1.6337,p0168
1.4672,0.91887,3.4402,6.2628,p0169
0.65462,0.70748,18.614,19.329,p0170
0.93995,1.3661,11.154,8.1472,p0171
1.2787,1.1659,3.0292,15.097,p0172
0.52952,0.92453,18.949,8.3023,p0173
1.189,0.99446,6.3816,13.653,p0174
1.489,1.3446,13.444,5.128,p0175
1.4375,0.66657,8.8068,6.2378,p0176
0.76593,1.1723,14.005,2.367,p0177
0.81804,0.57211,7.2634,4.7916,p0178
0.74792,1.0031,4.4516,14.703,p0179
0.9203,0.8793,9.7082,9.9649,p0180
0.63,1.1747,7.2422,5.6589,p0181
1.3869,0.58582,8.3308,13.544,p0182
0.77617,1.1564,17.597,9.2132,p0183
1.0475,1.0954,0.42791,8.1821,p0184
1.3107,0.8559,5.1965,12.077,p0185
1.327,1.4567,7.2096,1.4888,p0186
1.1856,0.63625,15.789,17.606,p0187
1.0266,0.7551,3.216,7.2257,p0188
0.7202,0.7341,0.46356,17.863,p0189
1.4232,1.3981,17.898,12.507,p0190
0.69445,0.77474,10.187,1.7283,p0191
1.0036,1.2045,13.184,17.973,p0192
0.92979,1.3684,3.7279,17.379,p0193
0.60823,0.70214,12.312,11.006,p0194
0.60249,0.65528,17.414,4.612,p0195
0.80539,0.9802,12.318,2.9594,p0196
1.0555,0.88097,0.93182,17.626,p0197
1.2649,1.2536,2.6847,7.5345,p0198
0.83843,0.58325,13.653,15.385,p0199
1.0622,0.52728,17.031,14.011,p0200
0.68448,0.81384,10.358,4.2673,p0201
1.4832,0.5212,5.3489,14.343,p0202
1.0754,0.72374,12.076,4.3489,p0203
0.79252,0.74935,5.8823,8.6039,p0204
0.6195,0.55397,15.759,18.958,p0205
1.19,0.86961,15.586,11.075,p0206
0.98821,1.0918,6.5076,7.8564,p0207
1.0483,0.54139,0.79059,10.937,p0208
0.99891,1.4616,10.413,6.5544,p0209
0.79928,0.7611,15.651,1.119,p0210
1.4387,1.1003,7.4852,11.337,p0211
1.0158,0.80742,1.1621,9.6365,p0212
1.3416,0.68584,19.65,6.5842,p0213
1.1576,0.63543,16.575,5.8003,p0214
0.69777,1.4745,5.6328,17.44,p0215
1.0814,1.464,7.7807,4.8617,p0216
0.95195,1.3767,4.7851,4.739,p0217
0.9427,0.93185,0.51645,2.4433,p0218
0.84804,0.52892,7.752,11.882,p0219
0.66182,1.4141,15.044,10.308,p0220
0.71672,1.3292,12.597,16.547,p0221
0.58156,0.56047,13.53,10.551,p0222
1.0594,1.1788,6.7388,8.5443,p0223
1.0172,1.1974,6.2953,3.9871,p0224
1.1513,1.2407,15.398,14.639,p0225
1.4903,0.83659,14.73,16.27,p0226
0.74404,0.91135,3.3951,2.2502,p0227
0.87634,0.54671,1.0552,19.58,p0228
0.87583,1.2875,3.1374,1.9212,p0229
0.87284,0.52436,6.8017,1.5673,p0230
0.75741,0.98234,16.396,4.4489,p0231
0.75211,0.65232,3.6395,15.666,p0232
1.4113,0.76585,19.863,16.942,p0233
1.3221,1.4095,16.924,13.219,p0234
0.91809,1.3518,10.017,3.5773,p0235
1.2564,0.66859,10.982,19.368,p0236
0.98503,1.4383,15.5,14.112,p0237
1.0223,1.208,9.5267,4.008,p0238
0.6111,1.4556,11.302,2.6687,p0239
0.55429,0.60872,5.7836,1.5783,p0240
0.89429,1.1229,13.582,7.4843,p0241
0.72737,1.0318,12.226,13.952,p0242
1.1741,0.90603,1.1171,15.531,p0243
0.85609,1.389,19.71,16.788,p0244
1.2665,1.2823,10.689,10.218,p0245
0.76678,1.3278,6.8723,10.322,p0246
0.57534,0.57669,10.922,17.752,p0247
1.1096,1.3211,3.6659,5.7016,p0248
0.83678,1.2237,0.67642,11.573,p0249
0.90678,1.4621,1.9227,13.482,p0250
0.509,1.0431,15.14,13.603,p0251
0.72503,0.92718,19.939,18.747,p0252
1.0739,0.9721,15.251,1.8023,p0253
0.92643,0.54496,16.879,1.9955,p0254
0.85903,0.97088,12.53,8.5564,p0255
1.1497,0.9238,17.179,7.033,p0256
1.1193,0.61525,19.509,2.5268,p0257
0.78217,0.77103,2.0268,5.8966,p0258
1.4474,0.67162,18.378,10.03,p0259
0.53607,1.2034,2.3542,4.2937,p0260
0.64445,1.1671,19.376,19.847,p0261
0.89898,1.0833,1.6895,10.152,p0262
1.1278,0.74554,5.5657,9.4301,p0263
0.51941,1.1618,3.8655,16.293,p0264
0.57821,0.85291,4.2417,0.98571,p0265
0.80807,0.6736,0.84651,13.759,p0266
0.755,0.5814,17.065,19.989,p0267
1.1802,0.71479,7.4016,16.691,p0268
0.63832,0.93806,11.133,2.0802,p0269
1.3983,0.77708,7.453,18.531,p0270
0.90342,0.75733,1.3987,11.193,p0271
0.54413,0.82969,14.177,19.608,p0272
0.85057,1.4902,9.4112,9.0639,p0273
1.2031,1.499,15.01,18.91,p0274
1.1379,1.4181,7.59,14.378,p0275
0.73683,1.1366,11.83,7.1442,p0276
0.67024,1.3862,16.698,19.519,p0277
0.51475,0.7085,7.0834,16.758,p0278
1.0936,0.61659,4.2809,4.407,p0279
0.68198,1.2495,19.541,13.523,p0280
0.88806,0.74126,1.0898,8.0575,p0281
1.0006,0.90021,8.9991,8.9698,p0282
1.2914,0.69948,11.394,14.579,p0283
1.421,0.59564,2.4283,19.441,p0284
0.80222,1.051,5.9319,13.815,p0285
0.89284,0.76962,9.0998,9.3489,p0286
1.4876,1.4698,9.8766,3.4386,p0287
0.65352,1.1445,1.9993,8.7346,p0288
0.59691,1.3962,1.4309,0.53103,p0289
1.4631,0.58957,0.53467,3.6241,p0290
0.5983,0.78366,8.6649,3.772,p0291
0.53352,1.2751,12.979,14.062,p0292
0.99058,0.6597,14.971,18.148,p0293
1.4848,1.0013,3.9479,6.3228,p0294
1.2117,1.011,8.8652,2.012,p0295
1.4058,1.2651,2.2651,14.137,p0296
0.93023,0.91537,5.6543,11.131,p0297
1.1347,0.79878,9.8229,4.6855,p0298
1.3371,1.4668,16.777,3.688,p0299
1.1954,0.70081,6.9555,5.8273,p0300
1.038,1.0771,15.853,8.8089,p0301
1.2147,0.99774,6.5521,4.3806,p0302
1.4157,1.1897,6.7092,5.5096,p0303
0.52042,0.92118,17.638,19.757,p0304
