wind_speed,swr,Phys.par/C_shelter,par_id
1.0914,1.0378,0.15919,p0001
1.2569,1.3802,0.25272,p0002
1.4846,1.143,0.20312,p0003
1.1433,1.0507,0.38068,p0004
0.64024,0.87562,0.078444,p0005
1.3332,0.58946,0.31764,p0006
1.1803,1.1716,0.25202,p0007
0.58528,1.0927,0.1024,p0008
0.95567,1.0236,0.28725,p0009
1.217,1.3447,0.26606,p0010
0.60029,1.0352,0.36411,p0011
1.0193,1.4082,0.33787,p0012
0.94176,1.3649,0.1106,p0013
0.65256,0.66547,0.32292,p0014
1.1761,1.4445,0.1871,p0015
0.80882,1.2264,0.22374,p0016
1.1533,1.4015,0.39294,p0017
1.4923,1.4681,0.21348,p0018
1.2794,0.79069,0.18045,p0019
0.72332,1.1202,0.37617,p0020
0.86562,0.85088,0.17603,p0021
0.93056,0.8662,0.26492,p0022
1.4498,1.2347,0.079116,p0023
1.0167,0.9546,0.29464,p0024
0.87388,1.008,0.062249,p0025
0.80259,0.93468,0.39084,p0026
0.50566,1.1308,0.1539,p0027
0.60745,0.95987,0.12277,p0028
1.2031,1.2135,0.12775,p0029
0.52544,0.77144,0.10956,p0030
0.53614,1.0091,0.19464,p0031
1.1061,1.2816,0.2082,p0032
0.64706,0.5151,0.29548,p0033
0.70626,0.86888,0.35067,p0034
1.2097,0.739,0.11912,p0035
1.2135,0.92043,0.16814,p0036
0.70494,0.98798,0.051551,p0037
1.3446,0.75742,0.29685,p0038
0.82803,0.94443,0.19118,p0039
0.78584,1.332,0.13369,p0040
1.4751,1.2202,0.37289,p0041
0.55601,0.9254,0.11204,p0042
0.66988,1.1864,0.35383,p0043
1.46,0.50125,0.12192,p0044
0.54158,0.95641,0.14705,p0045
1.3801,0.74317,0.28939,p0046
1.2158,1.1326,0.36715,p0047
0.73199,0.64257,0.080237,p0048
1.0761,1.0743,0.30738,p0049
0.79739,1.453,0.091392,p0050
1.2993,1.2408,0.39319,p0051
1.0452,0.79306,0.15947,p0052
1.2399,0.63214,0.15009,p0053
0.77095,1.2244,0.20462,p0054
1.3768,1.0731,0.17457,p0055
1.2272,0.91049,0.19715,p0056
1.1791,1.1748,0.25966,p0057
1.4164,0.80362,0.07272,p0058
1.1263,0.76642,0.06457,p0059
1.0642,0.644,0.33526,p0060
0.99107,1.054,0.38682,p0061
1.158,0.57652,0.36055,p0062
1.0477,1.2285,0.23693,p0063
0.90252,0.60862,0.25356,p0064
1.3611,0.54544,0.11798,p0065
1.4115,1.2623,0.24881,p0066
0.52688,1.0137,0.2367,p0067
1.1468,1,0.18612,p0068
1.2469,1.292,0.18314,p0069
1.1042,1.3912,0.092685,p0070
1.3935,1.0588,0.054117,p0071
1.2522,0.77722,0.32344,p0072
0.52378,0.71465,0.19945,p0073
0.55845,0.65119,0.30861,p0074
0.67358,0.71058,0.14873,p0075
0.69106,1.0695,0.096413,p0076
1.2375,0.77394,0.19526,p0077
1.1685,1.084,0.10355,p0078
1.0833,1.0633,0.25581,p0079
0.99844,1.1472,0.39499,p0080
1.1484,1.4799,0.2895,p0081
0.75079,0.70009,0.10477,p0082
0.78959,1.1015,0.15136,p0083
1.2822,1.3551,0.11564,p0084
1.3235,1.497,0.069113,p0085
1.4515,1.2466,0.17322,p0086
1.1138,0.50964,0.085432,p0087
0.76707,1.1132,0.23543,p0088
1.4022,1.2314,0.30933,p0089
0.695,0.94038,0.33637,p0090
1.0557,1.398,0.29073,p0091
1.0499,0.84681,0.08625,p0092
1.2074,0.97999,0.25675,p0093
1.0278,0.60361,0.15714,p0094
0.63894,1.3159,0.15538,p0095
0.67198,1.2038,0.19846,p0096
0.98165,1.1633,0.35694,p0097
1.0951,1.4626,0.073231,p0098
0.53379,0.82405,0.21,p0099
1.1343,0.71897,0.13287,p0100
0.72925,0.59548,0.22692,p0101
1.0317,1.4566,0.23865,p0102
1.2745,1.4417,0.071551,p0103
0.98782,1.2189,0.33858,p0104
1.0871,0.83055,0.10294,p0105
1.1879,1.1984,0.18494,p0106
0.89031,0.75186,0.089923,p0107
0.875,1.4761,0.32703,p0108
0.97015,0.98864,0.28771,p0109
0.71678,1.4745,0.37382,p0110
1.0246,1.4738,0.1326,p0111
1.242,1.0458,0.16904,p0112
1.3695,0.68387,0.27976,p0113
0.99628,1.0814,0.1561,p0114
0.55376,0.61735,0.27356,p0115
1.3593,0.75518,0.37446,p0116
1.3167,1.3868,0.13711,p0117
1.2319,0.99231,0.31707,p0118
1.2858,0.87067,0.26942,p0119
0.69715,0.50698,0.20118,p0120
1.2224,1.0424,0.07013,p0121
0.66488,0.78027,0.32179,p0122
0.57084,0.88543,0.089156,p0123
0.67976,1.1788,0.27212,p0124
0.64826,0.92928,0.065152,p0125
1.0389,1.4594,0.33941,p0126
1.1976,0.55648,0.18256,p0127
1.2443,0.57897,0.2441,p0128
1.2596,1.1533,0.24702,p0129
1.1313,0.89266,0.22214,p0130
0.93323,0.70641,0.10035,p0131
1.4776,0.57225,0.3856,p0132
1.085,0.55565,0.18933,p0133
0.96941,1.2497,0.24324,p0134
0.88205,1.2005,0.068345,p0135
1.1601,0.96922,0.30382,p0136
0.51594,0.97507,0.28595,p0137
0.8502,0.98109,0.33289,p0138
1.3246,0.71213,0.18844,p0139
0.68852,0.96424,0.27684,p0140
0.72602,1.3343,0.30081,p0141
1.4261,0.99154,0.26331,p0142
1.1916,1.4673,0.29214,p0143
