"datetime","Relative_Humidity_percent","precipitation_millimeterPerDay","Snowfall_millimeterPerDay","Surface_Level_Barometric_Pressure_pascal","Sea_Level_Barometric_Pressure_pascal","Longwave_Radiation_Downwelling_wattPerMeterSquared","Shortwave_Radiation_Downwelling_wattPerMeterSquared","Ten_Meter_Elevation_Wind_Speed_meterPerSecond","Air_Temperature_celsius","Ten_Meter_Uwind_vector_meterPerSecond","Ten_Meter_Vwind_vector_meterPerSecond","Rainfall_millimeterPerDay"
1979-01-01,92.2412414550781,0.000116610855911858,0,97687.84375,102108.1328125,300.228240966797,27.6619644165039,3.59366893768311,276.428314208984,1.75611007213593,4.70878171920776,0.000116610855911858
1979-01-02,98.2669219970703,0.000430116051575169,0,96514.1875,100806.453125,317.916839599609,1.82769501209259,3.22557187080383,281.091796875,1.94065082073212,3.67500352859497,0.000430116051575169
1979-01-03,83.0148773193359,0.000235205137869343,5.28008858964313e-05,96348.1171875,100857.5625,247.465301513672,79.7035903930664,3.25414252281189,267.648803710938,4.65204572677612,-1.64414942264557,0.000182404251972912
1979-01-04,68.0233001708984,0,0,98162.6875,102917.53125,200.767303466797,88.8962631225586,2.76378607749939,258.592498779297,3.11896944046021,1.72336494922638,0
1979-01-05,65.7109603881836,0,0,98503.390625,103241.1953125,205.234970092773,93.43115234375,3.06512975692749,260.357482910156,4.27837133407593,0.992389619350433,0
1979-01-06,78.1503829956055,1.80828028533142e-05,1.80828028533142e-05,98369.7890625,103079.53125,242.4248046875,44.2942657470703,1.54709339141846,261.576446533203,0.406318843364716,1.94102275371552,0
1979-01-07,91.7647247314453,8.12471116660163e-05,4.33484237873927e-05,97911.453125,102524.0703125,249.216201782227,28.850715637207,1.65033566951752,265.706024169922,0.0820755437016487,2.3836350440979,3.78986878786236e-05
1979-01-08,96.1801071166992,0.000346040615113452,1.28788851725403e-05,96425.7890625,100853.015625,287.230865478516,34.2098503112793,2.16294503211975,272.516265869141,1.13846838474274,-0.171145722270012,0.000333161729940912
1979-01-09,78.8405685424805,0,0,97028.796875,101622.84375,225.705856323242,96.6336135864258,2.87457513809204,264.408477783203,3.90689420700073,-1.32150375843048,0
1979-01-10,76.370735168457,0,0,97672.203125,102355.9453125,211.982681274414,92.1748962402344,2.27818059921265,261.13330078125,2.86713814735413,0.806182086467743,0
1979-01-11,75.9167251586914,0,0,98136.5859375,102892.828125,200.594223022461,110.19246673584,2.64107036590576,258.447021484375,3.24218392372131,-1.55284690856934,0
1979-01-12,72.2153778076172,0,0,98645.6484375,103497.6640625,204.847579956055,87.9424285888672,1.06812167167664,254.818054199219,0.775615215301514,-0.12665668129921,0
1979-01-13,85.3217849731445,6.07906767982058e-05,3.3117801649496e-05,98167.84375,102827.484375,265.776763916016,27.298282623291,1.43077087402344,263.7890625,-1.84483098983765,0.976918458938599,2.76728751487099e-05
1979-01-14,95.9389114379883,0.000114771086373366,4.51088089903351e-06,95758.46875,100160.96875,290.441741943359,21.4088230133057,2.61093139648438,272.149688720703,-1.2373663187027,1.62036275863647,0.000110260205474333
1979-01-15,68.7978973388672,0,0,96544.1875,101139.2734375,219.102340698242,102.00511932373,5.008544921875,263.178924560547,6.93456935882568,-1.81768763065338,0
1979-01-16,69.7697372436523,0,0,97874.1875,102542.9453125,233.680938720703,81.3096008300781,2.87091827392578,262.498718261719,4.14899444580078,0.726394236087799,0
1979-01-17,86.5560073852539,4.36404588981532e-05,3.94084345316514e-05,98041.8515625,102766.2265625,221.573608398438,60.8695640563965,1.75380063056946,259.926422119141,0.081414707005024,-0.144837141036987,4.23202436650172e-06
1979-01-18,85.1849594116211,3.04116147162858e-05,2.23647602979327e-05,96422.75,101011.484375,249.387313842773,73.2809906005859,2.83292198181152,263.126495361328,1.31205570697784,-1.95053911209106,8.04685441835318e-06
1979-01-19,76.1573333740234,0,0,97746.3515625,102561.5,192.528625488281,117.947319030762,3.22675800323486,254.408935546875,2.41341876983643,-4.34163427352905,0
1979-01-20,80.1956939697266,0,0,97357.7421875,102085.6953125,245.545013427734,61.895580291748,1.2626736164093,258.034881591797,0.40846660733223,-0.234230935573578,0
1979-01-21,93.7389297485352,0.000513538776431233,0.000102204401628114,95579.296875,100023.640625,282.875122070312,4.98000240325928,2.54055905342102,269.302673339844,-3.779700756073,1.12570285797119,0.000411334374803118
1979-01-22,79.3571014404297,2.31674766837386e-05,0,94158.3984375,98493.859375,269.729644775391,88.6068496704102,4.14810371398926,271.831268310547,4.67539024353027,0.528256297111511,2.31674766837386e-05
1979-01-23,74.6328125,0,0,96704.3125,101233.015625,223.991470336914,117.308639526367,3.05111694335938,267.265899658203,4.12976408004761,-2.01799631118774,0
1979-01-24,83.2210998535156,6.08164646109799e-06,6.08164646109799e-06,97183.859375,101727.84375,239.403594970703,82.2923278808594,2.00265073776245,267.718475341797,-2.37598466873169,1.06334125995636,0
1979-01-25,89.0457992553711,0.000313551630824804,0.000163181786774658,94881.390625,99255.875,281.404541015625,13.3321685791016,5.66058540344238,271.360900878906,-8.61343002319336,-2.02734041213989,0.000150369844050147
1979-01-26,88.8146057128906,4.01406578021124e-05,1.75547029357404e-05,94770.3828125,99129.375,282.278839111328,54.038143157959,3.5609176158905,271.978881835938,-1.26261067390442,-5.01615905761719,2.2585954866372e-05
1979-01-27,84.6812057495117,0,0,95404.984375,99785.625,264.009002685547,107.256988525391,3.44263529777527,272.457641601562,1.6755530834198,-4.48955631256104,0
1979-01-28,89.030158996582,1.40083620863152e-05,2.17360661736166e-06,94677.453125,99030.265625,277.755828857422,43.351490020752,2.46269202232361,272.098449707031,1.94172477722168,-2.82968306541443,1.18347554689535e-05
1979-01-29,85.2851181030273,1.63469085237011e-05,1.83452971214138e-06,94377.5703125,98705.1171875,273.856964111328,70.5159912109375,4.04509449005127,272.801727294922,3.61232280731201,-4.10785865783691,1.45123788115598e-05
1979-01-30,76.15576171875,0,0,95157.890625,99562.96875,253.80126953125,85.0980987548828,4.78050422668457,270.278717041016,4.97918033599854,-4.89177465438843,0
1979-01-31,78.1850891113281,5.54194048163481e-06,5.54194048163481e-06,95460.59375,99938.328125,249.759246826172,86.2685165405273,3.3984067440033,266.818084716797,3.83377170562744,-2.97851371765137,0
1979-02-01,78.3658142089844,0,0,94911.625,99402.5,242.359512329102,91.4191360473633,3.37623643875122,264.564849853516,3.60769701004028,-3.18844366073608,0
1979-02-02,72.6829986572266,0,0,95793.78125,100367.9609375,226.486831665039,113.531127929688,4.49495029449463,262.230499267578,5.03654146194458,-4.56700420379639,0
1979-02-03,70.863899230957,0,0,96565.5234375,101171.1171875,214.610595703125,132.26513671875,3.74198246002197,262.572937011719,4.16141843795776,-3.99291062355042,0
1979-02-04,71.8387603759766,0,0,96505.078125,101107.6953125,211.034317016602,122.731742858887,2.07694911956787,262.630310058594,2.40139150619507,-1.5117598772049,0
1979-02-05,68.9110412597656,1.03249640233116e-05,1.03249640233116e-05,95837.484375,100389.8203125,223.688659667969,115.564170837402,4.63323497772217,263.562744140625,5.93793344497681,-1.57747745513916,0
1979-02-06,62.5648155212402,0,0,96429.09375,101096.8359375,196.040756225586,142.601821899414,5.35746479034424,258.769989013672,7.0401554107666,-4.6823525428772,0
1979-02-07,71.2591857910156,8.22965557745192e-06,8.22965557745192e-06,96983.9375,101663.1328125,230.227233886719,83.1608276367188,1.73826682567596,259.693023681641,1.94273245334625,-1.47595310211182,0
1979-02-08,83.5813217163086,5.63298126508016e-05,5.63298126508016e-05,96101.484375,100650.59375,257.653564453125,75.2748031616211,2.29416370391846,264.470123291016,1.65227484703064,-1.38465046882629,0
1979-02-09,74.4147872924805,0,0,96656.3046875,101314.59375,207.493515014648,140.891357421875,3.4915919303894,259.881988525391,4.20605850219727,-2.93266987800598,0
1979-02-10,72.3035430908203,0,0,96975.84375,101764.078125,186.334686279297,144.430709838867,3.45314121246338,253.833450317383,4.00777196884155,-3.2527756690979,0
1979-02-11,69.1519470214844,0,0,97599.4765625,102467.75,176.679092407227,159.983428955078,3.46047306060791,251.340408325195,4.09487152099609,-3.78348875045776,0
1979-02-12,74.666389465332,0,0,97815.046875,102679.453125,193.300506591797,144.07063293457,1.69965815544128,252.180328369141,2.20612859725952,-1.45010638237,0
1979-02-13,77.491340637207,0,0,97326.796875,102129.8828125,192.612533569336,156.912643432617,2.49250674247742,253.948638916016,2.11174345016479,-3.11545991897583,0
1979-02-14,67.9307403564453,0,0,97182.03125,102016.2734375,181.198135375977,157.771697998047,3.46656012535095,252.015762329102,4.16597843170166,-3.8289475440979,0
1979-02-15,59.8532791137695,0,0,97048.4140625,101819.359375,204.924682617188,161.058670043945,2.52113676071167,254.937225341797,2.92701077461243,-2.99495458602905,0
1979-02-16,69.2376403808594,2.15644868148956e-05,2.15644868148956e-05,97109.5390625,101853.46875,245.234573364258,84.0696258544922,2.05058979988098,256.477844238281,1.3111469745636,-2.98690342903137,0
1979-02-17,69.3492431640625,0,0,98268.046875,103147.5703125,178.521438598633,176.400192260742,3.84086322784424,252.448425292969,3.63328814506531,-4.95566034317017,0
1979-02-18,67.1258316040039,0,0,99311.8671875,104223.0859375,183.744064331055,173.122817993164,2.23336839675903,253.583160400391,2.14585947990417,-2.74007391929626,0
1979-02-19,73.9342727661133,0,0,98634.4375,103397.640625,237.942108154297,103.901237487793,0.947981119155884,259.549194335938,0.630873799324036,0.874439716339111,0
1979-02-20,77.438606262207,0,0,98079.765625,102749.703125,221.895416259766,160.018295288086,1.62481880187988,263.3330078125,2.07688403129578,-0.0428663790225983,0
1979-02-21,78.8077163696289,1.43737097459962e-05,0,97795.5625,102340.5078125,252.580825805664,119.563064575195,2.38090968132019,269.480834960938,1.2821854352951,2.59390377998352,1.43737097459962e-05
1979-02-22,71.1489334106445,1.87947068752692e-06,0,97203.8125,101612.75,266.053375244141,152.892791748047,4.28730869293213,275.736328125,5.04015970230103,-0.695377826690674,1.87947068752692e-06
1979-02-23,79.1980133056641,6.23997220827732e-06,0,98569.7578125,103133.5,249.017379760742,109.636260986328,2.26978206634521,270.323303222656,-1.75908648967743,0.508659541606903,6.23997220827732e-06
1979-02-24,92.5458679199219,6.88801810611039e-05,0,98059.140625,102546.2265625,294.101440429688,24.6615085601807,2.27768111228943,273.366027832031,-0.789082586765289,2.69781398773193,6.88801810611039e-05
1979-02-25,85.3375091552734,5.17032967763953e-05,0,97780.6875,102239.0703125,287.677673339844,99.7210235595703,2.90095376968384,274.317962646484,-1.28782176971436,-3.61677026748657,5.17032967763953e-05
1979-02-26,89.942985534668,0.000406714825658128,3.65291853086092e-05,97193.6484375,101692.609375,282.753662109375,13.0237560272217,3.74994778633118,270.301147460938,-4.45893335342407,-2.57611083984375,0.000370185640349519
1979-02-27,91.544921875,4.99882044096012e-05,0,96255.5625,100717.9609375,286.008819580078,53.1157455444336,1.8750536441803,269.900939941406,-0.184839501976967,-2.07279944419861,4.99882044096012e-05
1979-02-28,69.6569213867188,0,0,96959.53125,101422.3671875,244.205978393555,183.273132324219,2.88180780410767,271.948822021484,3.37798738479614,-2.88904285430908,0
1979-03-01,68.084602355957,0,0,97852.4296875,102338.7890625,259.006652832031,134.04931640625,1.5754017829895,272.985687255859,0.241339057683945,-0.397747486829758,0
1979-03-02,91.0213470458984,3.74145820387639e-05,2.86480462818872e-05,98116.640625,102615.484375,282.818695068359,40.2192077636719,1.92161428928375,272.819091796875,-2.31865644454956,1.50322878360748,8.76653575687669e-06
1979-03-03,94.1828231811523,9.64244918577606e-07,0,98733.3828125,103252.5625,296.056732177734,61.6811408996582,1.59667980670929,273.291076660156,-1.07559168338776,1.7191778421402,9.64244918577606e-07
1979-03-04,89.4824981689453,0,0,98423.6875,102900.828125,286.259826660156,99.3555526733398,2.95636749267578,275.041046142578,0.646568834781647,4.402099609375,0
1979-03-05,95.7694396972656,8.96723213372752e-05,0,97989.515625,102344.2265625,320.310577392578,24.5178146362305,3.74416160583496,281.302642822266,0.703748404979706,5.40712118148804,8.96723213372752e-05
1979-03-06,96.6585311889648,0.000175894150743261,0,97402.640625,101723.7421875,326.801330566406,8.54164886474609,3.42445421218872,281.762756347656,-0.10248176753521,4.93687629699707,0.000175894150743261
1979-03-07,93.4452819824219,9.91645065369084e-05,0,96767.7890625,101125.03125,302.305328369141,97.5572357177734,2.0027711391449,277.717529296875,0.933259665966034,-0.572671115398407,9.91645065369084e-05
1979-03-08,73.0988998413086,0,0,96434.5703125,100821.078125,259.333190917969,178.138931274414,2.4152307510376,275.019744873047,0.947401702404022,-3.47106456756592,0
1979-03-09,65.2980270385742,0,0,96991.953125,101425.0703125,247.962661743164,183.100326538086,2.28734374046326,273.727020263672,1.97863292694092,-2.29341292381287,0
1979-03-10,82.9125137329102,7.04234626027755e-05,0,97335.4375,101767.109375,285.085174560547,21.1785545349121,2.79669904708862,274.748352050781,0.822683811187744,3.60300493240356,7.04234626027755e-05
1979-03-11,94.0813827514648,9.3216571258381e-05,2.09384270419832e-05,95903.9453125,100269.796875,291.175384521484,98.6372222900391,2.33978366851807,274.763000488281,2.30698990821838,-0.918161809444427,7.22781442163978e-05
1979-03-12,50.5075607299805,2.62838898379414e-06,2.62838898379414e-06,95910.640625,100409.6640625,233.67268371582,187.629486083984,4.96361398696899,266.835662841797,6.77753591537476,-2.96584415435791,0
1979-03-13,45.8093948364258,0,0,97586.390625,102149.0078125,232.267944335938,176.278076171875,3.04826784133911,267.833679199219,3.19556140899658,0.404656708240509,0
1979-03-14,81.2726364135742,7.69082180340774e-05,0,96357.109375,100689.7109375,295.253173828125,67.4433670043945,4.93479824066162,278.176452636719,3.02729392051697,6.26868534088135,7.69082180340774e-05
1979-03-15,65.8143157958984,0,0,96470.53125,100990.84375,222.171478271484,221.023193359375,3.93789124488831,267.205810546875,5.40714311599731,-2.54652333259583,0
1979-03-16,42.4244804382324,0,0,97997.75,102639.2109375,219.461242675781,211.457015991211,3.13846826553345,264.418518066406,4.2133936882019,-2.22107577323914,0
1979-03-17,49.286075592041,0,0,98333.8359375,102875.5625,246.595367431641,225.708282470703,2.18226480484009,270.939300537109,1.98013627529144,-2.07904934883118,0
1979-03-18,45.045108795166,0,0,97854.2265625,102386.625,226.529006958008,235.655670166016,3.60220217704773,270.217590332031,0.5355304479599,-5.16186475753784,0
1979-03-19,65.6070022583008,1.02041451555124e-06,0,97726.5625,102202.078125,251.563079833984,193.235488891602,2.9049346446991,273.208709716797,0.182986497879028,-4.14760637283325,1.02041451555124e-06
1979-03-20,59.9795989990234,0,0,97222.1640625,101651.0859375,248.393966674805,237.742446899414,3.3937451839447,274.641723632812,0.393779337406158,-4.93741798400879,0
1979-03-21,67.9251327514648,0,0,97347.1328125,101728.859375,272.664306640625,190.30729675293,2.89516758918762,277.894409179688,-0.787232220172882,-3.69096994400024,0
1979-03-22,77.6435241699219,0,0,97630.2265625,102019.1640625,261.34228515625,236.186233520508,1.55333888530731,278.41552734375,1.05972874164581,-1.6221512556076,0
1979-03-23,75.3124618530273,0,0,97277.140625,101614.1953125,267.785095214844,239.47819519043,1.56736278533936,280.625061035156,1.13342940807343,1.03210651874542,0
1979-03-24,63.6393890380859,2.3331183456321e-06,0,96862.578125,101169.75,270.822906494141,208.815139770508,4.11185455322266,281.220123291016,-0.957730054855347,5.41912889480591,2.3331183456321e-06
1979-03-25,94.4645538330078,0.000116121918836143,0,95845.9453125,100096.1640625,326.871185302734,33.9191970825195,4.31769180297852,281.883483886719,-3.88954973220825,4.66292238235474,0.000116121918836143
1979-03-26,83.8237533569336,6.92851335770683e-06,0,95470.1953125,99769.90625,288.923278808594,133.928039550781,2.81648230552673,277.66259765625,2.72505664825439,0.171697154641151,6.92851335770683e-06
1979-03-27,48.5263900756836,0,0,96745.28125,101222.671875,239.128540039062,242.288299560547,4.67870187759399,270.401275634766,6.87517595291138,-0.666852474212646,0
1979-03-28,43.125732421875,0,0,98120.8984375,102658.625,224.108367919922,264.919586181641,2.43022441864014,270.614379882812,3.29979300498962,-1.71930372714996,0
1979-03-29,78.2204284667969,2.42556052398868e-05,0,98020.609375,102500.2734375,288.769714355469,42.5317649841309,2.90496420860291,273.755676269531,0.939702868461609,4.09617185592651,2.42556052398868e-05
1979-03-30,95.990852355957,1.3860108992958e-05,0,97755.09375,102111.2109375,325.524108886719,57.166389465332,1.98756670951843,280.567504882812,0.0458777993917465,0.72500878572464,1.3860108992958e-05
1979-03-31,92.4829788208008,1.74421202245867e-05,0,97380.625,101671.0078125,333.054931640625,108.664901733398,2.41936349868774,283.753967285156,-0.168814018368721,3.00521969795227,1.74421202245867e-05
1979-04-01,93.1175384521484,1.88498154329864e-06,0,97202.4453125,101502.5234375,320.110717773438,99.4156188964844,2.44575095176697,282.594665527344,0.80591493844986,-1.60989761352539,1.88498154329864e-06
1979-04-02,94.4287109375,0.000193281899555586,7.24309065844864e-05,98006.8125,102464.0546875,302.425506591797,11.1567249298096,2.7006311416626,275.036041259766,-3.78700304031372,1.849689245224,0.0001208509929711
1979-04-03,93.4294052124023,5.66429553146008e-05,0,97306.671875,101670.7109375,317.680389404297,116.389205932617,2.26874041557312,278.838470458984,0.959445595741272,1.78451061248779,5.66429553146008e-05
1979-04-04,73.9508056640625,9.78272510110401e-06,0,97851.171875,102293.890625,258.576843261719,200.95832824707,2.1995062828064,275.557220458984,-0.29777780175209,-1.30230712890625,9.78272510110401e-06
1979-04-05,86.0550537109375,0.000101970406831242,3.20491853926796e-05,96411.59375,100796.25,298.327301025391,80.1576690673828,3.3818941116333,275.089172363281,-0.754322111606598,1.52561187744141,6.99212214385625e-05
1979-04-06,70.1400833129883,3.20896324410569e-05,4.59611283076811e-06,95842.4375,100210.7421875,256.59326171875,182.570129394531,4.10033512115479,274.438934326172,4.25132608413696,2.58782315254211,2.74935196102888e-05
1979-04-07,61.3766670227051,2.24895993596874e-05,1.71875453816028e-05,96073.9296875,100487.453125,259.937561035156,224.337051391602,6.02157688140869,272.313018798828,7.57183790206909,-3.20436096191406,5.30205397808459e-06
1979-04-08,50.3472023010254,0,0,96828.6953125,101290.0859375,230.355987548828,274.319458007812,3.57015371322632,271.611206054688,4.81230068206787,-2.91084098815918,0
1979-04-09,83.5911712646484,0.000265512266196311,0.000172417625435628,96234.453125,100668.265625,287.5224609375,5.8651270866394,1.80007028579712,271.537719726562,-1.66136419773102,-0.45396688580513,9.30946407606825e-05
1979-04-10,80.6769409179688,5.14015882799868e-05,2.19561334233731e-05,95491.5234375,99860.921875,290.969909667969,188.940841674805,4.53961277008057,273.406341552734,2.06054449081421,-5.22267150878906,2.94454548566137e-05
1979-04-11,65.3570785522461,0,0,97533.171875,101983.8125,238.739486694336,289.775268554688,3.30134534835815,274.202239990234,4.47670698165894,-2.82469534873962,0
1979-04-12,56.7439613342285,0,0,97790.5859375,102216.75,245.968048095703,288.947448730469,3.04388785362244,276.472412109375,3.01936364173889,-3.84013891220093,0
1979-04-13,69.0321350097656,0,0,98011.6953125,102440.515625,253.646606445312,281.275207519531,2.31981801986694,276.843688964844,-2.39296841621399,-0.545054018497467,0
1979-04-14,88.1307983398438,0.000132149289129302,4.62221141788177e-05,97412.015625,101838.0703125,297.815795898438,28.0519332885742,2.5466845035553,275.264617919922,-2.75400424003601,2.54605865478516,8.59271749504842e-05
1979-04-15,94.1074295043945,2.68276853603311e-05,0,96172.8828125,100535.734375,314.878021240234,99.1306228637695,0.744903326034546,275.740814208984,-0.428608477115631,0.623007237911224,2.68276853603311e-05
1979-04-16,96.3057174682617,6.42041632090695e-05,0,96372.6171875,100739.71875,311.86767578125,54.3227462768555,1.29014587402344,275.985260009766,-1.48776030540466,0.973470211029053,6.42041632090695e-05
1979-04-17,88.8405609130859,1.86706511158263e-05,0,96771.3125,101146.7734375,294.503723144531,173.531234741211,2.25878572463989,276.625579833984,1.94818449020386,-1.5687335729599,1.86706511158263e-05
1979-04-18,65.3756256103516,7.63654588809004e-06,0,97071.7734375,101465.8515625,263.621765136719,229.433547973633,2.8437705039978,276.320129394531,1.83225584030151,-3.45628619194031,7.63654588809004e-06
1979-04-19,56.200496673584,7.22252525520162e-06,0,97347.9609375,101747.875,262.043487548828,242.765960693359,2.97045874595642,276.731018066406,1.63826489448547,-3.82708501815796,7.22252525520162e-06
1979-04-20,62.7010192871094,0,0,97701.6796875,102117.671875,264.015716552734,256.288543701172,2.3489625453949,276.820770263672,0.934895217418671,-3.03267025947571,0
1979-04-21,59.9377746582031,0,0,97964.4140625,102351.484375,265.208587646484,294.029327392578,1.29768896102905,279.401397705078,0.595502078533173,-1.15395390987396,0
