wind_speed,swr,wind_speed,swr,par_id
1.0484,1.2851,4.9549,11.642,p0001
0.93068,1.3302,11.046,0.76606,p0002
1.0956,0.73979,16.665,16.222,p0003
0.5938,1.0559,14.476,8.5659,p0004
0.60714,1.4139,8.0581,3.0837,p0005
0.54199,1.0399,13.082,4.4359,p0006
1.4439,1.2068,9.2885,13.443,p0007
0.92891,0.57952,6.4711,15.266,p0008
1.3509,1.2593,10.008,19.581,p0009
0.74481,0.95099,14.359,1.5697,p0010
0.6361,0.91695,12.763,6.4228,p0011
1.1176,0.51862,18.703,14.627,p0012
1.0377,0.91314,7.4647,12.423,p0013
0.77991,0.86507,15.863,13.021,p0014
1.3045,1.2232,8.6795,5.501,p0015
1.2237,0.55595,10.582,8.8772,p0016
1.0165,1.3409,8.5838,9.6305,p0017
1.1503,1.1087,11.553,13.645,p0018
1.1341,0.80535,9.0537,7.9051,p0019
0.86908,0.82314,7.8749,17.27,p0020
1.4665,0.91037,3.6205,18.344,p0021
0.84247,1.3162,13.54,17.745,p0022
0.84182,1.3596,8.7713,5.2683,p0023
0.80861,1.0877,13.593,7.8162,p0024
1.4026,1.15,9.782,13.983,p0025
1.1195,1.378,17.99,8.1932,p0026
1.2402,0.56895,2.4276,16.805,p0027
1.3953,1.2693,14.664,0.42397,p0028
1.0271,1.0251,0.51077,4.9965,p0029
0.56081,0.99211,14.048,6.728,p0030
0.82617,0.81102,12.679,3.7092,p0031
0.75197,1.4895,14.433,9.6694,p0032
0.6957,1.3327,3.6087,15.529,p0033
1.4627,1.1124,1.3959,17.053,p0034
0.53587,1.1753,5.5804,16.063,p0035
1.2596,0.75135,2.0185,10.866,p0036
1.0697,0.88589,5.7814,8.448,p0037
1.1391,0.96591,17.12,0.94971,p0038
1.1421,0.85579,18.06,10.696,p0039
1.3982,0.99658,18.296,8.7802,p0040
0.93931,1.4043,19.081,4.7285,p0041
0.8489,0.87465,7.9522,7.3604,p0042
1.1129,1.0853,2.1797,6.1956,p0043
0.95388,1.4205,1.5332,12.563,p0044
1.2303,0.63227,9.6191,4.2832,p0045
1.4004,1.1062,7.3316,2.7007,p0046
0.86095,1.303,8.9564,13.882,p0047
0.94343,1.2262,16.899,17.852,p0048
0.56578,0.75462,12.821,11.838,p0049
0.98483,0.84824,12.347,17.069,p0050
0.90776,1.2033,1.8065,4.2498,p0051
1.0656,1.0634,14.247,18.975,p0052
1.3283,0.77121,12.575,13.719,p0053
1.1583,0.55722,11.207,18.194,p0054
1.2861,1.4851,5.563,13.513,p0055
0.71262,1.0464,3.8239,18.42,p0056
0.7758,0.77924,10.097,12.628,p0057
1.2613,1.3551,17.157,19.881,p0058
0.55601,1.0963,14.707,17.887,p0059
1.2084,1.4149,9.4098,19.805,p0060
0.66437,1.3776,10.303,6.0959,p0061
1.4234,1.2411,19.384,9.4414,p0062
0.80055,1.337,9.1993,16.557,p0063
1.4722,0.51051,11.661,11.932,p0064
1.2565,1.2251,11.59,17.682,p0065
1.162,0.90863,6.3753,5.8685,p0066
0.99015,0.63005,15.986,11.801,p0067
1.3348,0.88889,14.987,7.576,p0068
0.62042,1.2124,15.461,10.878,p0069
0.87141,0.92784,4.8985,9.7244,p0070
1.2982,0.66007,18.711,0.69087,p0071
1.2244,1.4344,15.553,1.9218,p0072
1.4776,1.4547,17.02,11.146,p0073
1.1463,1.0986,16.691,3.7668,p0074
1.0737,0.63525,6.6764,15.775,p0075
0.93695,0.64136,16.434,17.642,p0076
0.99392,0.74975,0.87599,5.3969,p0077
0.9834,1.3434,4.0283,8.8438,p0078
0.96209,1.4782,9.7479,6.5819,p0079
0.7832,1.0308,6.9852,17.995,p0080
1.2296,0.84071,3.6896,3.2595,p0081
0.75669,0.95815,14.513,19.074,p0082
1.1271,0.86872,19.956,2.8205,p0083
0.64568,1.2329,5.1188,14.73,p0084
0.78435,1.4226,0.95125,18.517,p0085
0.7157,1.436,9.139,14.544,p0086
0.61289,0.87886,10.081,15.306,p0087
1.1284,1.239,8.744,17.465,p0088
0.56209,0.77518,10.785,6.6109,p0089
1.1538,1.2514,5.3249,15.826,p0090
1.4553,1.0537,0.82042,7.1346,p0091
1.4265,1.1339,12.263,10.503,p0092
0.94163,0.67229,15.919,11.441,p0093
0.88374,0.65886,8.6436,4.3243,p0094
1.3212,1.22,3.1596,15.951,p0095
1.3147,0.83931,19.214,4.9304,p0096
1.1779,0.70685,13.209,18.734,p0097
0.95468,0.73208,7.2509,19.169,p0098
0.82373,0.5636,13.03,9.46,p0099
0.50565,1.1644,19.87,2.8471,p0100
1.4107,1.3185,15.101,1.3324,p0101
1.2535,0.76981,2.4848,10.02,p0102
0.88625,1.2669,7.3885,16.668,p0103
0.54209,1.0955,9.5864,12.356,p0104
0.58283,1.3625,16.758,14.186,p0105
1.484,1.2083,12.891,8.5196,p0106
1.1016,0.54403,13.399,9.2055,p0107
1.3199,0.72194,12.47,15.593,p0108
0.57772,0.6999,15.06,10.438,p0109
1.0911,1.118,8.2449,16.149,p0110
0.66654,0.53188,9.4184,12.483,p0111
0.54817,0.75351,13.98,19.22,p0112
0.77763,0.85039,9.1423,9.9797,p0113
1.0923,1.0378,7.0328,3.7836,p0114
0.82917,0.98156,17.721,11.016,p0115
1.0751,1.2823,8.0224,19.458,p0116
1.301,0.83101,10.123,11.749,p0117
1.3224,1.4808,18.762,4.1942,p0118
1.2817,0.61064,1.9922,19.794,p0119
1.2456,0.79196,11.835,15.477,p0120
0.96004,1.3011,0.52972,17.008,p0121
1.0091,1.399,6.6483,4.4937,p0122
1.2965,0.97044,11.992,17.553,p0123
0.60975,1.3959,18.814,17.363,p0124
1.1687,1.446,16.289,3.4849,p0125
1.1244,1.1268,8.1783,13.171,p0126
1.0182,1.263,10.945,12.302,p0127
0.78113,1.1344,8.8816,14.867,p0128
1.3416,1.4643,19.818,1.3422,p0129
1.271,1.0073,4.6903,5.6689,p0130
0.87535,1.3095,7.3504,13.089,p0131
0.62797,0.96967,12.497,18.374,p0132
0.65596,0.8441,6.9324,12.348,p0133
1.0407,0.84282,4.1956,0.93041,p0134
1.0899,0.53344,9.3315,10.933,p0135
1.3576,1.4332,14.317,6.4634,p0136
0.97044,0.56551,0.78089,3.9891,p0137
0.5989,1.2648,18.431,4.1502,p0138
1.2167,1.306,9.4733,10.538,p0139
0.88166,0.86602,3.743,19.991,p0140
1.0772,0.67421,8.7939,5.7268,p0141
0.50966,1.3647,13.32,0.46231,p0142
1.2675,0.68863,1.9076,19.313,p0143
1.1328,0.8813,19.556,7.4263,p0144
1.4192,1.345,17.772,10.82,p0145
0.56848,1.104,11.236,2.183,p0146
0.95663,1.477,11.775,5.0964,p0147
0.77209,1.3501,19.024,8.393,p0148
1.3618,1.2899,15.724,1.6366,p0149
1.0874,0.98666,17.739,1.381,p0150
1.2745,1.1471,12.005,6.8287,p0151
0.53966,1.0107,1.0554,7.7844,p0152
1.2926,1.216,17.359,5.563,p0153
0.8551,1.4509,18.382,19.426,p0154
0.6053,1.1002,12.837,6.2418,p0155
0.65147,0.92115,6.0638,9.2856,p0156
0.89422,0.54253,14.714,17.13,p0157
1.1147,1.2713,8.534,13.538,p0158
1.1608,1.1596,6.8298,4.3956,p0159
1.2769,1.1437,13.126,9.1748,p0160
0.65696,0.78558,6.0877,12.104,p0161
0.97531,1.4864,11.131,11.857,p0162
0.73621,0.69711,9.0027,12.699,p0163
1.1814,1.4725,17.898,6.7032,p0164
1.1109,1.4288,15.663,8.0093,p0165
0.58808,0.89714,2.9609,3.8477,p0166
0.79245,1.4937,4.2399,3.3366,p0167
1.1969,0.66358,15.448,7.7574,p0168
0.86665,0.89416,6.723,11.321,p0169
0.77143,1.2957,19.793,15.37,p0170
0.61576,1.0915,19.32,14.639,p0171
0.84637,0.5087,16.091,2.2856,p0172
1.2337,0.92854,10.832,3.146,p0173
0.51555,0.81209,6.5294,11.084,p0174
0.64737,0.70561,18.851,6.8731,p0175
0.97787,1.0885,12.085,10.607,p0176
1.4041,1.2871,2.6318,14.211,p0177
1.4987,0.69305,16.92,5.1637,p0178
0.89886,1.2934,12.925,6.038,p0179
1.2029,1.3537,2.3767,10.42,p0180
0.89203,0.60208,11.404,10.37,p0181
1.3029,1.2543,18.467,8.2162,p0182
1.1953,1.0027,6.0433,15.139,p0183
0.81622,0.95222,6.8034,9.3687,p0184
0.55806,0.94466,18.1,13.675,p0185
0.52476,0.86309,2.108,1.1118,p0186
0.79729,1.1888,15.295,12.04,p0187
0.52266,0.80915,3.5023,14.555,p0188
0.57979,0.58329,5.1815,2.4046,p0189
1.1444,1.0217,4.2968,11.205,p0190
1.1714,1.2465,1.0109,9.4074,p0191
0.94435,0.56042,4.5199,9.249,p0192
1.1836,1.2608,2.7519,14.485,p0193
0.85148,1.3135,4.0844,4.6015,p0194
0.76826,1.3278,7.6498,2.2632,p0195
0.50253,0.76285,3.375,6.662,p0196
1.2954,0.58819,1.3746,7.6235,p0197
1.4303,0.92546,15.382,16.089,p0198
1.0999,1.3254,7.5959,1.104,p0199
1.2051,1.3665,18.66,13.905,p0200
1.3316,1.2019,12.046,8.307,p0201
1.4166,0.7814,14.138,3.0061,p0202
1.0255,1.1023,5.7269,10.118,p0203
0.71744,0.99598,7.2831,11.727,p0204
0.79958,0.90127,13.635,3.4119,p0205
1.337,0.65537,2.9061,19.661,p0206
1.434,0.6281,3.0931,3.6639,p0207
1.4885,0.78385,13.726,16.4,p0208
1.3883,1.1905,2.4729,14.441,p0209
1.0347,1.2538,4.6603,1.8201,p0210
1.1793,0.81768,2.5592,17.709,p0211
1.1855,0.57204,6.1337,14.675,p0212
0.856,0.55204,5.6459,18.044,p0213
0.61743,1.1578,12.711,7.5314,p0214
1.0107,0.96258,4.7397,13.738,p0215
0.52123,0.81908,1.3319,16.464,p0216
1.123,0.85899,19.461,2.4934,p0217
1.1208,0.58532,10.657,2.1617,p0218
1.2107,0.9675,13.152,17.388,p0219
0.62899,1.3352,6.4037,5.3324,p0220
0.51272,1.2489,14.6,6.0739,p0221
0.96765,1.4619,0.69589,4.0213,p0222
1.2543,1.4984,10.912,19.194,p0223
0.99977,0.52369,18.582,15.45,p0224
1.0808,1.3721,4.846,18.789,p0225
0.86511,0.9237,19.764,18.592,p0226
0.75895,1.1146,13.369,12.905,p0227
1.1916,0.64668,17.244,19.408,p0228
0.72593,0.98546,16.231,13.05,p0229
0.69333,0.91519,12.982,2.8745,p0230
0.74348,1.3819,19.57,15.904,p0231
0.80362,0.59395,4.9456,5.1966,p0232
0.50768,0.71377,12.178,2.0349,p0233
1.3642,0.91892,6.3364,11.349,p0234
