wind_speed,swr,ModelParameters/a_seiche,par_id
1.2775,1.1995,0.0032374,p0001
1.2953,1.4931,0.00087892,p0002
1.0247,1.2365,0.0022114,p0003
1.4816,1.2205,0.005392,p0004
0.68386,0.50281,0.0015964,p0005
0.51998,0.86248,0.00060683,p0006
0.62867,0.89435,0.00092746,p0007
0.91429,1.2129,0.0075434,p0008
1.0892,1.0844,0.00011312,p0009
0.62731,1.3776,0.00014751,p0010
0.86425,0.68938,0.0070553,p0011
1.2554,1.1118,0.00043624,p0012
0.84639,0.74068,0.0039455,p0013
0.56938,0.53611,0.0042318,p0014
0.86166,0.85949,0.0033576,p0015
0.83085,1.4544,0.00098998,p0016
1.0727,1.3862,0.00010037,p0017
0.81881,0.64665,0.00010619,p0018
1.1147,0.56433,0.0033261,p0019
1.4883,1.0299,0.0035929,p0020
0.59566,0.67187,0.0063317,p0021
1.1844,1.4293,0.0022914,p0022
1.0964,0.67955,0.00024669,p0023
1.272,0.96403,0.00022425,p0024
1.0813,1.1367,0.0066767,p0025
1.2628,1.3606,0.00088427,p0026
0.85061,0.78673,0.0021721,p0027
1.0989,1.1888,0.00037432,p0028
1.0077,0.63606,0.00023881,p0029
1.0826,1.1233,0.0025766,p0030
0.56494,1.2447,0.0058761,p0031
0.63652,1.2839,0.00013748,p0032
0.95552,0.86963,0.008316,p0033
1.4009,1.1443,0.00011755,p0034
1.4738,0.98823,0.00058147,p0035
0.73159,1.2327,0.0001262,p0036
0.98553,0.84335,0.0010489,p0037
0.50635,0.80145,0.00095032,p0038
0.97721,0.86567,0.00049495,p0039
0.92555,1.3994,0.0012026,p0040
0.96745,0.63316,0.0037924,p0041
0.93711,0.93693,0.0023521,p0042
1.3648,0.64142,0.0031154,p0043
1.201,1.4974,0.0003883,p0044
0.84135,1.4219,0.0067644,p0045
1.2872,0.76654,0.0020329,p0046
1.2939,0.63044,0.00024936,p0047
0.53736,1.168,0.00045738,p0048
1.1746,1.0836,0.000132,p0049
1.411,1.0366,0.0002563,p0050
1.118,0.7163,0.00031203,p0051
0.83243,1.3147,0.00070371,p0052
0.70548,1.1394,0.00062203,p0053
1.3202,1.281,0.00080367,p0054
0.91199,0.83656,0.0099706,p0055
0.75692,0.80361,0.00072603,p0056
1.4054,0.61214,0.00093689,p0057
0.60205,1.0107,0.0012806,p0058
0.56169,1.1409,0.0005009,p0059
0.72197,1.417,0.001879,p0060
0.97284,1.2754,0.00010218,p0061
0.58349,0.67302,0.0069404,p0062
1.3295,1.1973,0.004298,p0063
1.446,0.95222,0.0093627,p0064
1.3069,0.99759,0.00034536,p0065
1.231,0.66161,0.0014889,p0066
0.60632,1.2103,0.003502,p0067
0.91961,0.5822,0.00021825,p0068
0.89541,0.65669,0.0010571,p0069
0.81393,0.79546,0.0056881,p0070
0.83577,0.62172,0.00040797,p0071
1.0782,0.71221,0.00018109,p0072
0.62054,0.88951,0.00033524,p0073
0.9754,1.2075,0.0030106,p0074
0.50981,0.64333,0.00043036,p0075
1.1221,0.84066,0.00010146,p0076
1.4273,0.95416,0.00032504,p0077
1.3593,0.55477,0.00067589,p0078
1.1194,0.98255,0.00011208,p0079
1.2204,0.59725,0.00065842,p0080
1.4984,0.75312,0.00051026,p0081
0.55515,1.4616,0.0072359,p0082
1.1733,0.5125,0.00097225,p0083
1.4562,0.57849,0.0078758,p0084
1.1053,1.4832,0.00022237,p0085
0.99567,0.97893,0.00038061,p0086
1.1515,1.0073,0.0018703,p0087
0.83749,0.96058,0.002061,p0088
1.4786,1.0535,0.0061854,p0089
1.4835,1.4433,0.001038,p0090
0.77463,1.4043,0.00046591,p0091
0.50076,1.0446,0.00014886,p0092
0.95929,0.8493,0.0085162,p0093
1.1609,1.2761,0.0066176,p0094
1.1663,1.2282,0.0028539,p0095
0.76188,1.4397,0.0002141,p0096
0.67674,1.1266,0.00012986,p0097
0.65842,0.60445,0.00018861,p0098
0.75459,1.4805,0.00067156,p0099
0.92789,1.0021,0.00048591,p0100
0.72371,0.92248,0.00030302,p0101
0.57091,1.477,0.0029228,p0102
1.0203,1.4626,0.0096084,p0103
1.0281,1.382,0.0045372,p0104
0.80412,1.4896,0.0005144,p0105
1.4298,1.2944,0.009386,p0106
1.4126,1.2052,0.00033067,p0107
0.79409,1.1707,0.00023086,p0108
1.2799,1.2668,0.0018288,p0109
1.3727,0.53856,0.00028164,p0110
1.1555,0.89215,0.0061232,p0111
0.69308,1.2254,0.00013385,p0112
0.61128,1.4981,0.00091361,p0113
1.4764,0.51544,0.00010989,p0114
0.86738,1.4579,0.00015342,p0115
1.2454,0.85487,0.0019285,p0116
1.3889,0.81542,0.00016889,p0117
0.68901,1.4406,0.00052359,p0118
1.1825,0.98629,0.0017214,p0119
0.56282,0.68741,0.0014123,p0120
0.94975,0.70041,0.00047661,p0121
0.67057,0.88675,0.0054386,p0122
1.0224,1.3099,0.00021592,p0123
1.0147,0.56161,0.0086233,p0124
0.85648,1.29,0.0095337,p0125
1.0383,0.97623,0.00020076,p0126
0.74907,1.3642,0.0089656,p0127
1.205,1.3398,0.0044135,p0128
0.70993,1.1439,0.0076233,p0129
1.4505,0.9181,0.00026803,p0130
1.2691,0.81039,0.00016055,p0131
0.78527,0.83102,0.0002968,p0132
1.3611,0.70738,0.0005502,p0133
0.96804,1.3006,0.00077813,p0134
1.0027,0.66254,0.00081123,p0135
1.0406,0.96232,0.0057503,p0136
1.497,0.76593,0.00044544,p0137
0.73289,0.61886,0.003628,p0138
1.2743,0.74723,0.0013171,p0139
0.70792,1.2423,0.00016661,p0140
1.2668,1.2152,0.00017275,p0141
0.85804,0.82102,0.0081045,p0142
0.8722,0.72592,0.00040996,p0143
0.90346,1.3906,0.00036179,p0144
0.66525,1.1656,0.0090894,p0145
1.4749,0.5254,0.00036653,p0146
1.0483,1.2025,0.0039052,p0147
0.59624,0.67776,0.00043841,p0148
0.82447,1.4229,0.00030688,p0149
0.84886,1.4851,0.0014807,p0150
0.82727,0.55793,0.00012312,p0151
0.78384,0.72068,0.00027532,p0152
1.0323,0.53541,0.00042785,p0153
1.0618,0.5495,0.00073604,p0154
0.90542,0.52787,0.0030793,p0155
1.2512,1.0799,0.00017965,p0156
1.4404,1.0465,0.003162,p0157
